,Store,Department,Periods Available,Additive Model RSME,Additive Model Accuracy,Multiplicative Model RMSE,Mulitplicative Model Accuracy,Additive vs. Multiplicative
1707,22,7,143,5411.91,0.776,9479.12,0.6076,Additive
1708,22,8,143,2803.52,0.9246,2585.22,0.9305,Multiplicative
1709,22,9,143,4663.98,0.8229,8613.26,0.6729,Additive
1710,22,10,143,1678.25,0.9101,1642.46,0.9121,Multiplicative
1711,22,11,143,9826.9,0.3833,8028.0,0.4962,Multiplicative
1712,22,12,143,625.05,0.8354,512.37,0.8651,Multiplicative
1713,22,13,143,2016.75,0.9474,2183.13,0.943,Additive
1714,22,14,143,2085.09,0.8648,1668.31,0.8918,Multiplicative
1715,22,16,143,5570.25,0.7842,4737.75,0.8165,Multiplicative
1716,22,17,143,1381.43,0.8906,1355.2,0.8927,Multiplicative
1717,22,18,123,error,error,error,error,error
1718,22,19,84,error,error,error,error,error
1719,22,20,143,1002.96,0.8545,1183.19,0.8284,Additive
1720,22,21,143,1591.79,0.683,1141.44,0.7727,Multiplicative
1721,22,22,143,1722.88,0.8496,2123.89,0.8146,Additive
1722,22,23,143,2874.0,0.9058,3687.05,0.8791,Additive
1723,22,24,143,1454.74,0.8255,1440.71,0.8272,Multiplicative
1724,22,25,143,1259.18,0.8774,1389.17,0.8647,Additive
1725,22,26,143,1338.27,0.8417,1381.22,0.8366,Additive
1726,22,27,143,185.43,0.9021,206.74,0.8908,Additive
1727,22,28,143,200.4,0.7312,214.49,0.7123,Additive
1728,22,29,143,2228.68,0.6964,1754.6,0.761,Multiplicative
1729,22,30,143,778.22,0.8483,664.8,0.8704,Multiplicative
1730,22,31,143,772.82,0.7356,919.9,0.6853,Additive
1731,22,32,143,1060.74,0.8137,2505.75,0.56,Additive
1732,22,33,143,1369.76,0.8102,1471.54,0.7961,Additive
1733,22,34,143,3793.87,0.8438,4197.77,0.8271,Additive
1734,22,35,143,1207.69,0.7684,1259.77,0.7584,Additive
1735,22,36,143,1111.1,0.5708,3372.41,-0.3026,Additive
1736,22,37,0,error,error,error,error,error
1737,22,38,143,11605.6,0.847,11703.33,0.8457,Additive
1738,22,40,143,2008.44,0.9644,1899.95,0.9663,Multiplicative
1739,22,41,143,964.37,0.1707,1072.94,0.0773,Additive
1740,22,42,143,966.31,0.873,840.53,0.8895,Multiplicative
1741,22,44,143,816.06,0.8527,845.56,0.8474,Additive
1742,22,45,81,error,error,error,error,error
1743,22,46,143,1166.57,0.9482,1178.93,0.9477,Additive
1744,22,47,12,error,error,error,error,error
1745,22,48,9,error,error,error,error,error
1746,22,49,40,error,error,error,error,error
1747,22,51,52,error,error,error,error,error
1748,22,52,143,352.5,0.8202,537.19,0.726,Additive
1749,22,54,140,error,error,error,error,error
1750,22,55,143,4356.98,0.3195,2675.56,0.5821,Multiplicative
1751,22,56,141,3296.81,0.4798,19075.1,-2.0098,Additive
1752,22,58,142,2020.24,0.2522,1555.61,0.4241,Multiplicative
1753,22,59,143,error,error,error,error,error
1754,22,60,143,190.09,0.5491,127.68,0.6971,Multiplicative
1755,22,67,143,4241.43,0.641,3245.75,0.7253,Multiplicative
1756,22,71,143,808.99,0.8294,740.87,0.8438,Multiplicative
1757,22,72,143,error,error,error,error,error
1758,22,74,143,1680.29,0.9064,1421.11,0.9208,Multiplicative
1759,22,77,5,error,error,error,error,error
1760,22,78,6,error,error,error,error,error
1761,22,79,143,6265.35,0.6001,4959.51,0.6835,Multiplicative
1762,22,80,143,314.21,0.7999,422.31,0.731,Additive
1763,22,81,143,6052.09,0.4721,4298.21,0.6251,Multiplicative
1764,22,82,143,2621.7,0.8567,3116.37,0.8297,Additive
1765,22,83,143,647.18,0.5455,640.07,0.5505,Multiplicative
1766,22,85,143,701.27,0.7324,878.79,0.6646,Additive
1767,22,87,143,1969.83,0.8732,1926.98,0.8759,Multiplicative
1768,22,90,143,1402.31,0.9348,1440.72,0.933,Additive
1769,22,91,143,error,error,error,error,error
1770,22,92,143,5042.67,0.9066,4807.2,0.911,Multiplicative
1771,22,93,143,960.85,0.7126,991.81,0.7034,Additive
1772,22,94,123,error,error,error,error,error
1773,22,95,143,7055.16,0.8793,7710.64,0.8681,Additive
1774,22,96,10,error,error,error,error,error
1775,22,97,143,550.09,0.8783,531.56,0.8824,Multiplicative
1776,22,98,139,206.37,-0.2886,247.04,-0.5425,Additive
1777,22,99,1,error,error,error,error,error
1778,22,39,0,error,error,error,error,error
1779,22,50,0,error,error,error,error,error
1780,22,43,0,error,error,error,error,error
1781,22,65,0,error,error,error,error,error
1782,23,1,143,21812.84,0.3261,16713.29,0.4837,Multiplicative
1783,23,2,143,16497.54,0.7781,4121.38,0.9446,Multiplicative
